Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,City,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Shipping_Cost,Payment_Mode,Sales, Profit ,,
ORD1164,13-05-2023,CUST264,Aarav,Female,Pune,West,Home Decor,Toy Car,5,36256.65,0.2,470.05,Credit Card,145026.6," ? -1,103.08 ",,
ORD1165,09-07-2023,CUST265,Aarav,Female,Chennai,West,Home Decor,Watch,2,46454.64,0.16,205.07,UPI,78043.8," ? 1,574.33 ",,
ORD1166,25-03-2024,CUST266,Ananya,Male,Kolkata,West,Toys,Lipstick,4,21640.68,0.2,122.44,UPI,69250.18," ? 2,831.36 ",,
ORD1167,08-07-2024,CUST267,Aadhya,Male,Ahmedabad,East,Home Decor,T-shirt,3,6133.21,0.2,303.42,Net Banking,14719.7, ? -103.22 ,,
ORD1168,09-03-2023,CUST268,Myra,Female,Chennai,South,Electronics,Lipstick,3,25717.16,0.19,474.7,Debit Card,62492.7," ? 4,872.36 ",,
ORD1169,07-10-2023,CUST269,Vihaan,Male,Mumbai,South,Electronics,Smartphone,2,17571.83,0.08,51.72,Cash on Delivery,32332.17," ? 3,382.40 ",,
ORD1170,12-03-2023,CUST270,Reyansh,Male,Hyderabad,North,Toys,Sofa,3,18866.28,0.01,157.16,Credit Card,56032.85," ? 5,023.85 ",,
ORD1171,20-06-2023,CUST271,Aarav,Male,Delhi,South,Sports,Headphones,3,31142.27,0.14,472.3,Cash on Delivery,80347.06, ? -971.20 ,,
ORD1172,31-01-2024,CUST272,Diya,Male,Chennai,South,Clothing,Watch,1,35992.16,0.27,126.99,Net Banking,26274.28, ? -17.14 ,,
ORD1173,14-02-2024,CUST273,Aarav,Female,Kolkata,West,Beauty,Headphones,4,5708.06,0.17,100.96,Credit Card,18950.76, ? 84.09 ,,
ORD1174,29-09-2024,CUST274,Advika,Male,Mumbai,North,Beauty,Cricket Bat,4,1972.39,0.25,306.58,Net Banking,5917.17," ? -1,288.13 ",,
ORD1175,29-03-2023,CUST275,Aarav,Male,Bangalore,South,Toys,Toy Car,1,49717.65,0.3,437.83,Net Banking,34802.35," ? -7,024.12 ",,
ORD1176,25-07-2024,CUST276,Aarav,Male,Mumbai,East,Electronics,Sofa,1,11789.87,0.05,264.7,UPI,11200.38," ? 1,528.32 ",,
ORD1177,27-04-2024,CUST277,Vihaan,Male,Mumbai,South,Beauty,Cricket Bat,3,2880.76,0.21,497.55,Cash on Delivery,6827.4," ? -1,063.44 ",,
ORD1178,05-10-2023,CUST278,Vihaan,Female,Hyderabad,West,Electronics,Washing Machine,5,9655.79,0.2,355.63,Cash on Delivery,38623.16," ? -7,218.95 ",,
ORD1179,06-09-2023,CUST279,Ishaan,Female,Delhi,East,Sports,Toy Car,3,2140.1,0.29,83.33,UPI,4558.41, ? -171.46 ,,
ORD1180,02-11-2023,CUST280,Myra,Male,Bangalore,West,Clothing,Lipstick,1,19712.18,0.3,496.77,Cash on Delivery,13798.53," ? -2,418.78 ",,
ORD1181,03-04-2024,CUST281,Diya,Male,Pune,South,Sports,T-shirt,4,40159.61,0.21,233.55,UPI,126904.37," ? -2,105.22 ",,
ORD1182,13-05-2024,CUST282,Aarav,Male,Pune,East,Toys,Watch,3,17193.97,0.07,179.33,Credit Card,47971.18," ? 4,244.24 ",,
ORD1183,27-12-2023,CUST283,Aarav,Male,Chennai,North,Home Decor,Smartphone,5,22320.33,0.24,301.05,Net Banking,84817.25," ? 2,149.31 ",,
ORD1184,14-05-2024,CUST284,Reyansh,Male,Mumbai,North,Home Decor,Smartphone,3,33844.22,0.03,186.94,Net Banking,98486.68," ? 22,743.12 ",,
ORD1185,29-01-2024,CUST285,Vihaan,Male,Ahmedabad,East,Home Decor,Lipstick,2,25542.92,0.23,88.91,Cash on Delivery,39336.1, ? -157.38 ,,
ORD1186,07-06-2024,CUST286,Diya,Female,Hyderabad,East,Sports,Shoes,3,43100,0.27,50.64,Debit Card,94389," ? -27,070.14 ",,
ORD1187,11-04-2024,CUST287,Ananya,Male,Ahmedabad,West,Beauty,Smartphone,1,43328.58,0.11,252.31,Net Banking,38562.44, ? 28.15 ,,
ORD1188,02-02-2023,CUST288,Ishaan,Female,Hyderabad,East,Clothing,Watch,4,693.55,0.19,426.59,UPI,2247.1, ? -580.35 ,,
ORD1189,12-10-2023,CUST289,Myra,Female,Pune,West,Home Decor,Lipstick,4,38946.71,0.13,307.54,Debit Card,135534.55," ? -5,641.59 ",,
ORD1190,08-11-2023,CUST290,Aadhya,Male,Chennai,South,Toys,Sofa,1,23144.53,0.13,499.64,Debit Card,20135.74," ? 2,696.75 ",,
ORD1191,01-05-2023,CUST291,Myra,Female,Chennai,West,Toys,Smartphone,2,49444.26,0.09,179.08,Net Banking,89988.55, ? -657.03 ,,
ORD1192,13-03-2023,CUST292,Advika,Female,Chennai,East,Home Decor,Headphones,1,24264.96,0.23,176.2,Net Banking,18684.02," ? -2,086.05 ",,
ORD1193,13-06-2023,CUST293,Aarav,Female,Bangalore,East,Home Decor,Lipstick,3,49347.42,0.28,121.89,Net Banking,106590.43," ? -9,571.76 ",,
ORD1194,21-10-2023,CUST294,Ishaan,Female,Delhi,South,Clothing,Watch,1,37777.55,0.28,123.83,UPI,27199.84," ? -7,073.53 ",,
ORD1195,22-02-2024,CUST295,Advika,Female,Bangalore,East,Home Decor,Headphones,1,12580.52,0.05,178.33,Debit Card,11951.49, ? 442.63 ,,
ORD1196,27-09-2023,CUST296,Diya,Female,Kolkata,East,Clothing,Toy Car,2,27012.07,0.26,406.78,Cash on Delivery,39977.86," ? -9,667.99 ",,
ORD1197,08-06-2024,CUST297,Aadhya,Male,Kolkata,North,Toys,Toy Car,3,49608.35,0.22,457.59,UPI,116083.54," ? 7,150.43 ",,
ORD1198,22-06-2024,CUST298,Vihaan,Female,Ahmedabad,North,Home Decor,Smartphone,5,42905.02,0.08,488.79,Credit Card,197363.09," ? -5,281.35 ",,
ORD1199,26-02-2024,CUST299,Ishaan,Female,Delhi,South,Sports,Headphones,5,5048.87,0.02,154.53,Net Banking,24739.46, ? 857.60 ,,
ORD1200,09-01-2023,CUST300,Ishaan,Female,Pune,West,Sports,T-shirt,4,35377.33,0.08,446.58,Debit Card,130188.57," ? 18,039.14 ",,
ORD1201,15-12-2023,CUST301,Aarav,Male,Delhi,North,Toys,Toy Car,1,17409.86,0.27,197.71,UPI,12709.2, ? 37.79 ,,
ORD1202,12-01-2023,CUST302,Kabir,Female,Hyderabad,West,Clothing,T-shirt,4,547.72,0.19,100.78,Credit Card,1774.61, ? 48.71 ,,
ORD1203,28-01-2024,CUST303,Ishaan,Male,Kolkata,East,Sports,Sofa,2,20293.35,0.22,441.51,UPI,31657.63," ? -7,268.50 ",,
ORD1204,05-09-2024,CUST304,Reyansh,Female,Mumbai,North,Clothing,Lipstick,5,11890.77,0.08,336.25,UPI,54697.54," ? 4,375.27 ",,
ORD1205,24-07-2023,CUST305,Aadhya,Male,Mumbai,South,Sports,Cricket Bat,1,40979.69,0.22,124.13,Cash on Delivery,31964.16, ? -499.32 ,,
ORD1206,18-01-2023,CUST306,Aadhya,Male,Pune,South,Sports,Watch,2,16999.06,0.01,243.42,Cash on Delivery,33658.14," ? 7,166.45 ",,
ORD1207,13-12-2023,CUST307,Reyansh,Female,Hyderabad,South,Clothing,Lipstick,2,41410.68,0.11,179.27,UPI,73711.01," ? 10,235.69 ",,
ORD1208,19-10-2023,CUST308,Ananya,Female,Ahmedabad,North,Beauty,Watch,1,229.78,0.19,381.56,Credit Card,186.12, ? -394.44 ,,
ORD1209,02-09-2024,CUST309,Reyansh,Male,Bangalore,West,Sports,Headphones,2,15529.39,0.04,254.04,Debit Card,29816.43," ? 4,564.83 ",,
ORD1210,26-04-2023,CUST310,Reyansh,Female,Hyderabad,East,Home Decor,Sofa,1,12210.03,0.25,495.18,Debit Card,9157.52," ? -2,831.60 ",,
ORD1211,09-07-2024,CUST311,Aadhya,Male,Mumbai,West,Toys,Washing Machine,1,11831.65,0.07,74.64,Net Banking,11003.43, ? 623.89 ,,
ORD1212,14-05-2023,CUST312,Myra,Male,Mumbai,West,Beauty,Smartphone,3,3595.69,0.2,209.76,Net Banking,8629.66," ? -1,267.01 ",,
ORD1213,27-08-2024,CUST313,Aadhya,Male,Ahmedabad,East,Clothing,Watch,4,9518.79,0.12,266.86,Debit Card,33506.14," ? 3,800.12 ",,
ORD1214,21-03-2023,CUST314,Kabir,Male,Kolkata,East,Beauty,Watch,2,27866.37,0.18,276.41,UPI,45700.85," ? 5,308.20 ",,
ORD1215,10-02-2023,CUST315,Aarav,Male,Hyderabad,North,Electronics,Headphones,2,14709.78,0.03,192.17,UPI,28536.97," ? 4,163.22 ",,
ORD1216,30-10-2023,CUST316,Advika,Female,Hyderabad,North,Electronics,T-shirt,3,20986.26,0.01,378.16,Cash on Delivery,62329.19," ? 12,928.47 ",,
ORD1217,03-09-2023,CUST317,Myra,Male,Mumbai,North,Sports,Lipstick,3,18967.97,0.27,443.64,Cash on Delivery,41539.85," ? -1,611.36 ",,
ORD1218,13-09-2024,CUST318,Vihaan,Male,Bangalore,North,Sports,Washing Machine,3,43820.07,0.08,472.42,Net Banking,120943.39," ? -2,859.81 ",,
ORD1219,22-11-2023,CUST319,Advika,Female,Pune,North,Home Decor,Shoes,5,45283.89,0.25,412.29,Debit Card,169814.59," ? -14,223.21 ",,
ORD1220,27-12-2023,CUST320,Aarav,Male,Chennai,East,Toys,Smartphone,5,24749.26,0.3,432.76,UPI,86622.41," ? -5,837.65 ",,
ORD1221,25-11-2023,CUST321,Kabir,Female,Pune,West,Beauty,Cricket Bat,5,16641.77,0.06,297.75,Debit Card,78216.32," ? 15,540.00 ",,
ORD1222,08-07-2023,CUST322,Kabir,Female,Hyderabad,North,Electronics,Shoes,1,5518.68,0.08,421.65,Credit Card,5077.19, ? 405.18 ,,
ORD1223,22-08-2024,CUST323,Vihaan,Female,Pune,North,Sports,Lipstick,2,47679.46,0.2,186.58,Debit Card,76287.14," ? -14,474.11 ",,
ORD1224,15-04-2024,CUST324,Myra,Male,Mumbai,West,Toys,Smartphone,4,3199.3,0.29,229.32,Credit Card,9086.01, ? -958.80 ,,
ORD1225,10-08-2024,CUST325,Ananya,Male,Mumbai,North,Beauty,Watch,1,15022.98,0.27,192.61,Cash on Delivery,10966.78, ? -976.81 ,,
ORD1226,22-05-2023,CUST326,Reyansh,Male,Ahmedabad,West,Sports,Cricket Bat,2,15043.7,0.15,260.32,Cash on Delivery,25574.29, ? -706.58 ,,
ORD1227,14-02-2023,CUST327,Myra,Female,Hyderabad,West,Sports,T-shirt,2,16155.98,0.24,178.51,Net Banking,24557.09, ? -614.41 ,,
ORD1228,28-05-2023,CUST328,Ananya,Male,Ahmedabad,East,Electronics,Washing Machine,3,8381.48,0.04,482.73,Debit Card,24138.66," ? 4,698.25 ",,
ORD1229,05-08-2024,CUST329,Kabir,Female,Hyderabad,South,Electronics,T-shirt,3,39201.44,0.29,190.78,Debit Card,83499.07," ? -3,678.84 ",,
ORD1230,16-06-2024,CUST330,Aadhya,Male,Chennai,East,Sports,Sofa,1,6300.39,0.29,94.12,Credit Card,4473.28, ? -523.62 ,,
ORD1231,24-06-2024,CUST331,Aarav,Female,Chennai,South,Clothing,Headphones,3,31818.35,0.05,287.07,Cash on Delivery,90682.3," ? 21,049.15 ",,
ORD1232,10-02-2024,CUST332,Vihaan,Male,Kolkata,South,Sports,Smartphone,2,6367.53,0.09,75.69,Credit Card,11588.9," ? 2,539.30 ",,
ORD1233,27-09-2023,CUST333,Aarav,Male,Hyderabad,South,Toys,T-shirt,3,3712.67,0.03,99.74,Cash on Delivery,10803.87, ? 667.00 ,,
ORD1234,15-02-2024,CUST334,Diya,Male,Bangalore,North,Sports,Shoes,5,45489.59,0.08,148.73,Credit Card,209252.11," ? 42,048.83 ",,
ORD1235,12-05-2024,CUST335,Diya,Female,Pune,East,Home Decor,Headphones,3,9668.41,0.24,258.96,Cash on Delivery,22043.97," ? -4,145.50 ",,
ORD1236,06-09-2023,CUST336,Myra,Female,Hyderabad,South,Home Decor,T-shirt,2,41098.26,0.11,244.96,Credit Card,73154.9," ? -1,016.43 ",,
ORD1237,10-09-2023,CUST337,Kabir,Male,Delhi,West,Home Decor,Toy Car,1,27322.62,0.03,409.86,Cash on Delivery,26502.94," ? 3,292.90 ",,
ORD1238,25-11-2023,CUST338,Kabir,Male,Kolkata,North,Clothing,Sofa,4,4077.25,0.1,382.76,Credit Card,14678.1," ? 1,616.39 ",,
ORD1239,11-12-2023,CUST339,Reyansh,Female,Delhi,East,Clothing,Lipstick,3,47781.32,0.29,241.84,Debit Card,101774.21," ? -4,005.79 ",,
ORD1240,19-01-2023,CUST340,Reyansh,Female,Mumbai,South,Sports,Washing Machine,2,12498.67,0.19,200.17,Net Banking,20247.85," ? -2,055.00 ",,
ORD1241,29-07-2024,CUST341,Reyansh,Female,Chennai,West,Home Decor,Sofa,4,43010.34,0.12,192.41,Credit Card,151396.4," ? 4,909.18 ",,
ORD1242,05-08-2023,CUST342,Aadhya,Male,Pune,East,Clothing,Headphones,4,8606.74,0.05,398.3,Net Banking,32705.61," ? 2,567.12 ",,
ORD1243,25-11-2023,CUST343,Advika,Female,Hyderabad,East,Electronics,Toy Car,5,42726.36,0.3,73.43,Debit Card,149542.26, ? -536.43 ,,
ORD1244,04-12-2023,CUST344,Ishaan,Male,Delhi,North,Sports,Smartphone,4,858.79,0.25,55.77,Debit Card,2576.37, ? -680.55 ,,
ORD1245,29-11-2023,CUST345,Advika,Female,Pune,East,Toys,Shoes,2,25686.67,0.08,407.99,Cash on Delivery,47263.47," ? 10,042.75 ",,
ORD1246,26-01-2023,CUST346,Aarav,Male,Mumbai,North,Beauty,Washing Machine,2,38518.24,0.02,264.72,Net Banking,75495.75," ? 14,241.14 ",,
ORD1247,27-02-2024,CUST347,Advika,Female,Chennai,South,Sports,Washing Machine,3,46752.82,0.02,108.9,UPI,137453.29," ? 25,042.54 ",,
ORD1248,27-03-2024,CUST348,Aadhya,Female,Bangalore,North,Beauty,Sofa,3,45478.27,0.04,156,Cash on Delivery,130977.42," ? 35,270.82 ",,
ORD1249,02-08-2023,CUST349,Aarav,Female,Kolkata,West,Home Decor,Headphones,3,41017.32,0.17,469.63,Net Banking,102133.13, ? 235.17 ,,
ORD1250,05-02-2023,CUST350,Advika,Female,Pune,North,Beauty,Smartphone,4,44431.93,0.28,436.78,Credit Card,127963.96," ? -30,330.98 ",,
ORD1251,23-06-2023,CUST351,Aadhya,Female,Pune,West,Home Decor,Watch,4,10121.14,0.15,369.4,Credit Card,34411.88," ? -2,629.13 ",,
ORD1252,24-10-2023,CUST352,Ishaan,Male,Bangalore,North,Electronics,Toy Car,5,14352.38,0.25,267,Debit Card,53821.42," ? -12,455.71 ",,
ORD1253,10-02-2023,CUST353,Advika,Female,Pune,East,Beauty,Watch,3,14590.63,0.13,284.15,UPI,38081.54," ? 1,819.97 ",,
ORD1254,18-08-2024,CUST354,Aadhya,Female,Mumbai,South,Sports,Shoes,1,18977.29,0.21,488.86,Credit Card,14992.06," ? -1,772.84 ",,
ORD1255,21-05-2023,CUST355,Reyansh,Female,Mumbai,West,Home Decor,Smartphone,5,19787.37,0.22,484.6,Net Banking,77170.74," ? 5,463.49 ",,
ORD1256,22-09-2024,CUST356,Kabir,Male,Bangalore,North,Sports,Smartphone,1,27318.86,0.05,146.87,Net Banking,25952.92," ? 3,349.69 ",,
ORD1257,10-04-2024,CUST357,Reyansh,Female,Kolkata,North,Clothing,Toy Car,4,8162.01,0.11,415,Credit Card,29056.76," ? 4,524.52 ",,
ORD1258,30-09-2024,CUST358,Kabir,Male,Hyderabad,North,Home Decor,Cricket Bat,5,34624.08,0.19,138.76,Net Banking,140227.52," ? 2,906.29 ",,
ORD1259,21-08-2023,CUST359,Vihaan,Female,Delhi,East,Beauty,Watch,5,8544.81,0.02,146.09,Net Banking,41869.57," ? 8,299.33 ",,
ORD1260,03-09-2024,CUST360,Vihaan,Female,Hyderabad,East,Home Decor,T-shirt,2,15653.36,0.11,354.24,Debit Card,27862.98," ? 2,279.12 ",,
ORD1261,22-05-2024,CUST361,Vihaan,Male,Pune,West,Sports,Washing Machine,4,25266.59,0.16,232.25,UPI,84895.74, ? -526.27 ,,
ORD1262,01-04-2023,CUST362,Ishaan,Female,Delhi,West,Electronics,Cricket Bat,4,39862.74,0.3,469.19,Debit Card,111615.67," ? -36,460.33 ",,
ORD1263,03-04-2024,CUST363,Reyansh,Male,Ahmedabad,East,Home Decor,T-shirt,5,37025.57,0.14,90.05,UPI,159209.95," ? 11,272.88 ",,
ORD1264,08-08-2024,CUST364,Kabir,Male,Bangalore,West,Beauty,Headphones,4,32347.61,0.24,280.19,Net Banking,98336.73," ? -24,254.02 ",,
ORD1265,07-03-2024,CUST365,Aadhya,Female,Bangalore,South,Clothing,Toy Car,5,7957.51,0.13,463.33,UPI,34615.17," ? -1,249.41 ",,
ORD1266,29-01-2024,CUST366,Aarav,Male,Kolkata,South,Toys,Headphones,2,27442.86,0.24,456.85,Net Banking,41713.15," ? -4,181.96 ",,
ORD1267,17-04-2023,CUST367,Aadhya,Female,Delhi,East,Electronics,Washing Machine,5,4554.84,0.18,120.44,Net Banking,18674.84," ? -1,054.34 ",,
ORD1268,15-06-2024,CUST368,Aarav,Female,Mumbai,West,Clothing,Lipstick,4,18992.69,0.27,214.99,Debit Card,55458.65, ? 122.62 ,,
ORD1269,18-07-2024,CUST369,Diya,Male,Delhi,North,Home Decor,T-shirt,4,20793.12,0.12,328.6,Debit Card,73191.78," ? -2,917.79 ",,
ORD1270,23-05-2024,CUST370,Aadhya,Male,Pune,South,Sports,Cricket Bat,5,2182.61,0.18,121.73,Cash on Delivery,8948.7, ? -400.99 ,,
ORD1271,15-04-2024,CUST371,Advika,Male,Mumbai,East,Sports,T-shirt,5,13844.61,0.19,485.61,Credit Card,56070.67," ? -9,935.72 ",,
ORD1272,09-04-2023,CUST372,Advika,Male,Chennai,West,Beauty,T-shirt,5,47791.34,0.13,461.64,Cash on Delivery,207892.33," ? 2,141.27 ",,
ORD1273,29-01-2023,CUST373,Myra,Female,Chennai,East,Sports,Toy Car,3,47690.9,0.04,125.13,Cash on Delivery,137349.79," ? 7,239.12 ",,
ORD1274,02-06-2024,CUST374,Reyansh,Female,Ahmedabad,North,Electronics,Headphones,4,17745.89,0.03,104.52,UPI,68854.05," ? 4,868.54 ",,
ORD1275,21-03-2023,CUST375,Aarav,Male,Chennai,South,Sports,Watch,4,2346.39,0.01,88.43,Net Banking,9291.7," ? 1,822.79 ",,
ORD1276,07-02-2024,CUST376,Aarav,Female,Bangalore,East,Beauty,Lipstick,3,9118.93,0.26,459.25,Net Banking,20244.02," ? -1,140.51 ",,
ORD1277,09-07-2023,CUST377,Reyansh,Female,Delhi,East,Toys,Toy Car,5,19732.45,0.07,137.13,Net Banking,91755.89," ? 11,936.82 ",,
ORD1278,13-06-2023,CUST378,Ishaan,Female,Chennai,East,Home Decor,Shoes,2,47399.43,0.06,237.33,Credit Card,89110.93," ? 11,440.91 ",,
ORD1279,08-10-2023,CUST379,Myra,Female,Hyderabad,North,Home Decor,Toy Car,5,7231.71,0.22,251.98,UPI,28203.67, ? 470.43 ,,
ORD1280,20-09-2023,CUST380,Ishaan,Male,Kolkata,East,Sports,Washing Machine,5,38223.09,0.1,319.55,UPI,172003.9," ? -4,839.33 ",,
ORD1281,24-04-2023,CUST381,Ishaan,Male,Hyderabad,North,Clothing,Lipstick,3,5612.39,0.15,82.28,Net Banking,14311.59, ? 159.55 ,,
ORD1282,10-06-2023,CUST382,Ishaan,Female,Chennai,North,Home Decor,Smartphone,4,49066.63,0.05,152.04,Cash on Delivery,186453.19, ? 905.62 ,,
ORD1283,21-07-2023,CUST383,Reyansh,Male,Ahmedabad,North,Toys,Shoes,5,19204.5,0.29,469.17,Credit Card,68175.97," ? -18,953.93 ",,
ORD1284,30-06-2024,CUST384,Ishaan,Male,Kolkata,South,Sports,Sofa,4,38806.68,0.26,458.78,Cash on Delivery,114867.77," ? -15,814.77 ",,
ORD1285,01-07-2024,CUST385,Advika,Male,Pune,South,Beauty,Toy Car,1,17261.04,0.26,401.58,Debit Card,12773.17," ? -3,797.86 ",,
ORD1286,30-05-2023,CUST386,Vihaan,Female,Hyderabad,East,Toys,T-shirt,4,31457.91,0.12,58.73,UPI,110731.84," ? 6,708.66 ",,
ORD1287,24-04-2024,CUST387,Diya,Female,Ahmedabad,East,Sports,Watch,2,9762.4,0.23,197.15,UPI,15034.1," ? -3,160.55 ",,
ORD1288,10-07-2024,CUST388,Aarav,Female,Delhi,South,Toys,Smartphone,2,7471.85,0.04,332.58,Cash on Delivery,14345.95," ? 2,214.78 ",,
ORD1289,15-06-2023,CUST389,Aarav,Male,Delhi,West,Home Decor,Toy Car,5,46915.59,0,173.84,Credit Card,234577.95," ? 47,994.26 ",,
ORD1290,05-08-2023,CUST390,Diya,Female,Hyderabad,South,Beauty,Toy Car,4,45898.83,0.01,459.31,UPI,181759.37," ? 33,591.63 ",,
ORD1291,08-01-2023,CUST391,Reyansh,Female,Chennai,North,Sports,Cricket Bat,5,44395.95,0.18,335.25,Cash on Delivery,182023.4," ? -4,032.63 ",,
ORD1292,13-12-2023,CUST392,Aadhya,Male,Ahmedabad,South,Electronics,Cricket Bat,3,31346.59,0.14,82.36,Credit Card,80874.2," ? 1,951.48 ",,
ORD1293,12-01-2024,CUST393,Reyansh,Female,Delhi,North,Beauty,Smartphone,2,40451.76,0.16,459.05,Cash on Delivery,67958.96, ? 827.34 ,,
ORD1294,22-05-2024,CUST394,Aarav,Female,Pune,East,Electronics,Headphones,5,3638.04,0,480.99,Credit Card,18190.2," ? 3,584.52 ",,
ORD1295,16-09-2023,CUST395,Aarav,Male,Mumbai,West,Toys,Cricket Bat,3,16872.49,0.13,84.97,Net Banking,44037.2," ? -3,213.21 ",,
ORD1296,21-02-2023,CUST396,Diya,Male,Chennai,East,Clothing,T-shirt,5,15822.42,0.22,289.56,Credit Card,61707.44," ? -5,601.66 ",,
ORD1297,14-08-2023,CUST397,Ishaan,Male,Ahmedabad,North,Beauty,Shoes,4,31855.14,0.13,186.51,Debit Card,110855.89," ? 8,486.40 ",,
ORD1298,28-06-2024,CUST398,Reyansh,Female,Pune,North,Toys,Sofa,4,17926.7,0.22,226.78,Net Banking,55931.3," ? -6,163.69 ",,
ORD1299,07-07-2023,CUST399,Kabir,Female,Ahmedabad,North,Electronics,Lipstick,4,7595.64,0.07,130.84,Cash on Delivery,28255.78," ? 1,023.95 ",,
ORD1300,22-01-2023,CUST400,Diya,Female,Kolkata,West,Home Decor,Sofa,4,29904.06,0.24,310.13,Net Banking,90908.34," ? -21,862.83 ",,
ORD1301,07-01-2023,CUST401,Advika,Male,Pune,South,Home Decor,Sofa,1,40756.32,0.18,481.09,Net Banking,33420.18, ? -680.28 ,,
ORD1302,06-10-2023,CUST402,Aarav,Male,Chennai,East,Clothing,Lipstick,3,19229.75,0.06,276.38,Cash on Delivery,54227.9," ? 11,952.33 ",,
ORD1303,15-05-2023,CUST403,Diya,Female,Kolkata,East,Beauty,Cricket Bat,3,6786.98,0.07,87.31,Cash on Delivery,18935.67," ? 2,352.10 ",,
ORD1304,08-08-2024,CUST404,Reyansh,Female,Chennai,South,Beauty,Smartphone,4,9995.07,0.19,329,Debit Card,32384.03, ? -718.51 ,,
ORD1305,04-06-2023,CUST405,Aarav,Male,Delhi,East,Beauty,Lipstick,1,12026.67,0.25,203.1,Cash on Delivery,9020," ? -2,298.73 ",,
ORD1306,20-12-2023,CUST406,Aadhya,Male,Mumbai,West,Toys,Washing Machine,4,15134.9,0.12,435.17,UPI,53274.85," ? 4,486.69 ",,
ORD1307,14-12-2023,CUST407,Diya,Male,Chennai,East,Clothing,Headphones,1,32211.19,0.08,245.61,UPI,29634.29, ? -836.08 ,,
ORD1308,10-05-2024,CUST408,Myra,Male,Chennai,North,Beauty,Shoes,4,30127.09,0.26,136.78,Debit Card,89176.19," ? -9,932.05 ",,
ORD1309,27-05-2024,CUST409,Aarav,Female,Delhi,South,Toys,Watch,2,34864.78,0.2,136,Credit Card,55783.65," ? -10,138.36 ",,
ORD1310,04-02-2023,CUST410,Reyansh,Male,Bangalore,West,Home Decor,Cricket Bat,2,18252.6,0.13,395.94,Credit Card,31759.52," ? 5,735.12 ",,
ORD1311,02-05-2023,CUST411,Vihaan,Female,Delhi,South,Electronics,Headphones,5,41235.08,0.15,169.51,UPI,175249.09," ? -15,571.60 ",,
ORD1312,20-05-2023,CUST412,Kabir,Female,Kolkata,West,Toys,Lipstick,4,10363.57,0.06,395.26,Cash on Delivery,38967.02, ? -95.97 ,,
ORD1313,16-04-2024,CUST413,Ananya,Female,Delhi,North,Home Decor,Washing Machine,3,23558.23,0.19,142.65,Debit Card,57246.5," ? -9,348.40 ",,
ORD1314,29-07-2023,CUST414,Ishaan,Male,Delhi,South,Home Decor,Watch,5,40086.75,0.11,194.76,Credit Card,178386.04," ? 37,232.41 ",,
ORD1315,22-11-2023,CUST415,Ananya,Male,Mumbai,East,Electronics,Shoes,2,9171.9,0.3,259.47,Credit Card,12840.66," ? -1,046.88 ",,
ORD1316,25-01-2024,CUST416,Reyansh,Male,Delhi,West,Home Decor,Shoes,4,5671.18,0.14,474.44,Net Banking,19508.86, ? -552.50 ,,
ORD1317,12-01-2023,CUST417,Advika,Male,Ahmedabad,South,Clothing,Cricket Bat,5,44207.46,0.15,469.28,UPI,187881.7," ? 31,278.71 ",,
ORD1318,09-07-2024,CUST418,Advika,Female,Chennai,East,Electronics,Lipstick,4,17277.9,0.17,143.09,Cash on Delivery,57362.63," ? 7,742.39 ",,
ORD1319,19-06-2024,CUST419,Vihaan,Male,Ahmedabad,South,Home Decor,Headphones,2,34256.73,0.28,211.2,Debit Card,49329.69," ? -2,627.65 ",,
ORD1320,24-12-2023,CUST420,Ishaan,Male,Mumbai,South,Sports,Smartphone,5,1462.36,0.24,117.23,Credit Card,5556.97, ? -615.23 ,,
ORD1321,01-06-2024,CUST421,Myra,Female,Hyderabad,South,Toys,Headphones,2,34564.34,0.14,279.49,Net Banking,59450.66," ? 1,346.71 ",,
ORD1322,07-05-2024,CUST422,Vihaan,Male,Bangalore,West,Home Decor,Headphones,1,15941.85,0.22,257.26,UPI,12434.64, ? 881.54 ,,
ORD1323,15-10-2023,CUST423,Ananya,Female,Ahmedabad,East,Clothing,Shoes,2,2975.89,0.18,455.34,UPI,4880.46, ? 5.38 ,,
ORD1324,05-08-2024,CUST424,Vihaan,Female,Mumbai,North,Beauty,Smartphone,4,30568.68,0.15,468.5,Debit Card,103933.51," ? 2,597.36 ",,
ORD1325,25-12-2023,CUST425,Ananya,Female,Kolkata,West,Home Decor,Smartphone,3,12192.03,0.06,222.61,Credit Card,34381.52," ? 3,124.64 ",,
ORD1326,06-06-2024,CUST426,Aarav,Female,Hyderabad,West,Beauty,Cricket Bat,2,19463,0.14,271.28,Debit Card,33476.36," ? 4,512.71 ",,
ORD1327,07-06-2024,CUST427,Advika,Female,Mumbai,West,Sports,Watch,3,4212.92,0.07,453.31,Debit Card,11754.05," ? 1,193.39 ",,
ORD1328,27-05-2024,CUST428,Aarav,Female,Mumbai,North,Home Decor,Toy Car,1,7528.73,0.27,413.02,Net Banking,5495.97," ? -1,889.41 ",,
ORD1329,01-02-2023,CUST429,Kabir,Female,Bangalore,East,Electronics,Sofa,5,15039.27,0.1,51.65,UPI,67676.72," ? -3,790.77 ",,
ORD1330,25-02-2024,CUST430,Ishaan,Female,Chennai,East,Beauty,Sofa,5,4670.02,0.29,194.03,Cash on Delivery,16578.57," ? -5,723.42 ",,
